"projection","method","rank","mean","median","min","max","module_count"
"up_proj","AF_GD","32","0.5480164039224813","0.5362713800767362","0.42207767756291603","0.8153270018837766","28"
"up_proj","AF_GD","64","0.6153729305388388","0.6079211367263291","0.49180048733910625","0.8458499973550851","28"
"up_proj","AF_GF","8","0.46614589733997475","0.4228136449795964","0.3301870955976731","0.789320811863436","28"
"up_proj","AF_GF","16","0.5214550700633518","0.4826321054323429","0.3848649690599919","0.8166758197148716","28"
"up_proj","AF_GF","32","0.5825883109131756","0.5505222044827836","0.45182144379910566","0.8462667470440065","28"
"up_proj","AF_GF","64","0.6519837372054184","0.6286063560649026","0.5359443786969602","0.8770768737043488","28"
"up_proj","AF_GI","8","0.43469049556178635","0.4010375346800922","0.31920289934037815","0.771066697959198","28"
"up_proj","AF_GI","16","0.4813475780424995","0.45230119801892515","0.3643912499975511","0.7919599946011514","28"
"up_proj","AF_GI","32","0.5333784009958263","0.5108040178941261","0.416481362876999","0.8161222278295382","28"
"up_proj","AF_GI","64","0.5936643720922292","0.5771438273928275","0.481496975758074","0.8416379714352199","28"
"v_proj","AD_GD","8","0.35209382981052356","0.3646132580589504","0.2234546923596449","0.45770896900216324","28"
"v_proj","AD_GD","16","0.47001625010066034","0.48211954576793475","0.3304861574072897","0.5831686488159676","28"
"v_proj","AD_GD","32","0.5958249493286746","0.6064773530035827","0.44728505957470766","0.6842079169978399","28"
"v_proj","AD_GD","64","0.7373227290971511","0.7391845040491889","0.6068740679597503","0.8083392814136898","28"
"v_proj","AD_GF","8","0.4993080873095708","0.5237107775270469","0.3049401415386077","0.6994034222506946","28"
"v_proj","AD_GF","16","0.6106464746855591","0.6336064259727836","0.4005922850156271","0.7736926592748983","28"
"v_proj","AD_GF","32","0.7268840527870604","0.7420232263237372","0.5243107294682867","0.8522023286200022","28"
"v_proj","AD_GF","64","0.8453842319029781","0.8522982977473368","0.6791901530310559","0.9244471470262527","28"
"v_proj","AD_GI","8","0.33710076627886093","0.3457217021648379","0.22330399877530405","0.45143196550563935","28"
"v_proj","AD_GI","16","0.44989027206414434","0.45412669287754814","0.3141018559886996","0.5743502077788641","28"
"v_proj","AD_GI","32","0.5678965574365156","0.5721210685559934","0.4237627747315999","0.6701261017262031","28"
"v_proj","AD_GI","64","0.7032662662272756","0.701136055975599","0.5838808926026694","0.773412879614593","28"
"v_proj","AF_GD","8","0.4685743455638566","0.47412363221465387","0.3232175161758946","0.5859012861948496","28"
"v_proj","AF_GD","16","0.5690549063089055","0.5758629285429037","0.4281335987151275","0.6647858460017861","28"
"v_proj","AF_GD","32","0.6802572112273034","0.6854594237501803","0.5681249472766353","0.7552506015236742","28"
"v_proj","AF_GD","64","0.8017130150111428","0.8055339748825814","0.7349668559393745","0.8584213974690983","28"
"v_proj","AF_GF","8","0.5908613616617302","0.6133990134284615","0.38926628969203625","0.8235401966071701","28"
"v_proj","AF_GF","16","0.6844027414495794","0.7117911656797822","0.5012790936277587","0.8671976847395548","28"
"v_proj","AF_GF","32","0.7846290390206623","0.7997738769748839","0.6402899894703226","0.9143163970013636","28"
"v_proj","AF_GF","64","0.883697225327255","0.8808648654256366","0.804241173809831","0.9572582943476013","28"
"v_proj","AF_GI","8","0.457621557872871","0.45957237251863825","0.3183548453548446","0.5859808462419476","28"
"v_proj","AF_GI","16","0.5532603433015529","0.5579353037133512","0.4233697376610234","0.6595740071126934","28"
"v_proj","AF_GI","32","0.6590747901445252","0.6601630488081932","0.5625043322456349","0.7386248719318732","28"
"v_proj","AF_GI","64","0.7774312598135704","0.7725381188126008","0.7341025344106165","0.8276664279542276","28"
